"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"772414","09016461211000501000000000U9","287 LOCAL A- PULQUERIA LA NUEVA DE TACUBAYA",,"461211","Comercio al por menor de vinos y licores","0 a 5 personas","VIADUCTO","PRESIDENTE MIGUEL ALEMAN","CALZADA","CALZADA DE BECERRA","AVENIDA","JALISCO","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","287","A",,,,,"COLONIA","TACUBAYA",,,,"11870","09","CIUDAD DE MÉXICO","016","Miguel Hidalgo","0001","Miguel Hidalgo","1156","011",,,,"Fijo","19.39944054","-99.1884282","2010-07"
"9119212","09015461211001303000000000U1","MUSEO DEL PULQUE Y PULQUERIA",,"461211","Comercio al por menor de vinos y licores","11 a 30 personas","AVENIDA","HIDALGO","CALLE","HEROES","CALLE","ZARCO","CALLE","SAN FERNANDO","107","G",,,,,"COLONIA","GUERRERO",,,,"06300","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0610","020",,,,"Fijo","19.43760303","-99.14686158","2019-11"
"885157","09015461211000881000000000U7","PULQUERIA LA TLAXCALTECA",,"461211","Comercio al por menor de vinos y licores","0 a 5 personas","CALZADA","CALZADA DE LOS MISTERIOS","CALLE","JUVENTINO ROSAS","CALLE","WOLFGANG AMADEUS MOZART","CALZADA","CALZADA DE LOS MISTERIOS","4",,,,,,"COLONIA","PERALVILLO",,,,"06220","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0112","002",,,,"Fijo","19.4580424","-99.12903713","2014-12"
"8508239","09003722412000591000000000U7","COMBATE PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","CITLI","PRIVADA","MIXQUIC","AVENIDA","ESCUINAPA","PRIVADA","MIXQUIC","7","A",,,,,"COLONIA","PEDREGAL DE SANTO DOMINGO",,,,"03460","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","0639","009",,,,"Fijo","19.32866214","-99.15979033","2019-11"
"7743069","09015722412004271000000000U6","ICHNIU PULQUERIA BAR",,"722412","Bares, cantinas y similares","0 a 5 personas","EJE VIAL","1 NORTE (JOSE ANTONIO ALZATE)","CALLE","DOCTOR ENRIQUE GONZALEZ MARTINEZ","PRIVADA","ALZATE","CALLE","SOR JUANA INÉS DE LA CRUZ","58",,,,"0",,"COLONIA","SANTA MARIA LA RIBERA",,,,"06400","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0485","019",,,,"Fijo","19.44665399","-99.15587164","2019-11"
"863871","09015722511004291000000000U3","LA NUCLEAR PULQUERIA",,"722511","Restaurantes con servicio de preparación de alimentos a la carta o de comida corrida","0 a 5 personas","CALLE","ORIZABA","EJE VIAL","2 SUR (AVENIDA QUERETARO)","EJE VIAL","2-A SUR (SAN LUIS POTOSI)","CALLE","JALAPA","161",,,,,,"COLONIA","ROMA NORTE",,,,"06700","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1214","008","5555745367","NUCLEAR@LABOTICA.COM.MX",,"Fijo","19.41494773","-99.15899481","2011-03"
"7732072","09015722412003994000000000U4","LOS INSURGENTES","PULQUERIA LOS INSURGENTES ","722412","Bares, cantinas y similares","31 a 50 personas","AVENIDA","INSURGENTES SUR","CALLE","DURANGO","CALLE","COLIMA","CALLE","TONALÁ","226",,,,"0",,"COLONIA","ROMA NORTE",,,,"06700","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","1002","016",,,"WWW.PULQUERIA.LOS.INSURGENTES.COM","Fijo","19.41902359","-99.16424242","2019-11"
"9192064","09015722412005162000000000U6","MARIA PISTOLAS","PULQUERIA MARIA PISTOLAS ","722412","Bares, cantinas y similares","6 a 10 personas","CALLE","NEZAHUALCOYOTL","CALLEJON","NEZAHUALCOYOTL","CALLE","BOLIVAR","AVENIDA","FRAY SERVANDO TERESA DE MIER","75",,,,,"LOCAL 1","COLONIA","CENTR0",,,,"06800","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc","0964","004",,,,"Fijo","19.42537575","-99.13913931","2019-11"
"8254585","09007722412000801000000000U1","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","RICARDO FLORES MAGON","CALLE","CALLEJON PIÑA","CALLE","5 DE MAYO","CALLE","CAMPECHE","11",,,,,,"COLONIA","MIRAVALLE",,,,"09693","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","4876","025",,,,"Fijo","19.33890203","-98.99695145","2019-11"
"943864","09011722412000131000000000U5","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","ANTONIO SALA NUEVA","CALLE","SAN JUAN DE ULUA","CALLE","EMILIANO ZAPATA","CALLE","AVENIDA SAN FRANCISCO TLALTENCO","411",,,,"70",,"PUEBLO","SAN FRANCISCO TLALTENCO",,,,"13400","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac","0151","007",,,,"Fijo","19.29688267","-99.0109536","2014-12"
"8694702","09010722412000621000000000U7","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","PROLONGACION","BARRANCA DEL MUERTO","CALLE","ANDADOR CISNE","CALLE","ANDADOR AVESTRUZ","CALLE","ANDADOR PAVORREAL","3","MZ 4",,,,,"COLONIA","MERCED GOMEZ",,,,"01070","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón","092A","049","5580971010",,,"Fijo","19.36222964","-99.20497803","2019-11"
"827113","09007722412000471000000000U3","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","AVENIDA","CIRCUNVALACION","CALLE","NINGUNO","CALLE","GUADALUPE VICTORIA","CALLE","PLAN DE SAN LUIS",,"SN",,,,,"EJIDO","SANTA MARIA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","1513","030","5533892513",,,"Fijo","19.35301703","-99.02686039","2010-07"
"911850","09003722412000501000000000U6","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","FRANCISCO I. MADERO","CALLE","IGNACIO ZARAGOZA","CALLE","BUGAMBILIAS","PRIVADA","PRIMERA ROSALES","78",,,,"0",,"COLONIA","VIEJO EJIDO DE SANTA URSULA COAPA",,,,"04650","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán","1425","035",,,,"Fijo","19.30184299","-99.14355627","2014-12"
"8596290","09005722412000841000000000U1","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","SAN MIGUEL","CALLE","CERRO AZUL","CALLE","CERRADA SAN MIGUEL",,"ARROYO","7","LOTE 7 MZ 147",,,,,"COLONIA","LOMAS DE CUAUTEPEC",,,,"07100","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero","0012","035",,,,"Fijo","19.56910719","-99.13223309","2019-11"
"8197547","09007722412000941000000000U5","PULQUERIA",,"722412","Bares, cantinas y similares","0 a 5 personas","CALLE","VILLA CIDALER","CALLE","VILLA GENERAL ROCA","CALLE","VILLA CID","CALLE","VILLA GENERAL ROCA",,"SN",,,,,"COLONIA","DESARROLLO URBANO QUETZALCOATL",,,,"09700","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa","4236","016",,,,"Fijo","19.32484324","-99.04191785","2019-11"
